961,0898705509,Angels and Demons: What Do We Really Know About Them?,9780898705508,,,,ES,1995/12/1,Ignatius Press,,false,5,961,898,1553,382,27,1995/12/1,Angels and Demons: What Do We Really Know About Them?,book,154,126,78,21,3,4.07,157,Paperback,,324,21,Peter Kreeft,,,,,,400,13,20,"angels,christian,christianity,faith,mythology,non-fiction,philosophy,religion,research,science,spirituality,theology"
966,0972859896,Angeles & Demonios,9780972859899,,,,ES,2005/12/1,FonoLibro,spa,false,361,960,2953144,9150651,2357740,27042,2000/5/1,Angels & Demons,book,798146,810165,505829,158174,85426,3.88,18,Audio CD,,65,7,Dan Brown,,,,,Raúl Amundaray,465840,195,11614,"action,adult,adult-fiction,adventure,american,classics,contemporary,crime,detective,drama,fantasy,fiction,historical,historical-fiction,history,literature,movies,murder-mystery,mystery,mystery-thriller,novels,religion,romance,science-fiction,suspense,thriller"
971,0736914390,The Truth Behind the Da Vinci Code: A Challenging Response to the Bestselling Novel,9780736914390,,,,ES,,,en-US,false,1,971,145,240,73,6,2004/4/21,The Truth Behind the Da Vinci Code: A Challenging Response to the Bestselling Novel,,11,20,25,13,4,3.29,,,,73,6,Richard Abanes,,,,,,42,2,1,"christian,christianity,history,mystery,non-fiction,religion"
976,0671027387,Deception Point,9780671027384,,,,ES,2002/12/1,Pocket Books,eng,false,210,976,740817,1992623,539075,8628,2001/1/1,Deception Point,book,136501,181727,157119,48125,15603,3.70,556,Mass Market Paperback,US / CAN Edition,507968,6816,Dan Brown,,,,,,140945,77,4695,"action,adult,adult-fiction,adventure,american,contemporary,crime,detective,drama,fantasy,fiction,historical-fiction,literature,mystery,mystery-thriller,novels,politics,romance,science,science-fiction,suspense,thriller"
981,9953299072,حقيقة الخديعة,9789953299075,,,,ES,2005/1/1,الدار العربية للعلوم ناشرون ,ara,false,210,976,740817,1992623,539075,8628,2001/1/1,Deception Point,book,136501,181727,157119,48125,15603,3.70,471,Paperback,الطبعة الأولى,42,4,"Dan Brown,دان براون",,,,,,140945,77,4695,"action,adult,adult-fiction,adventure,american,contemporary,crime,detective,drama,fantasy,fiction,historical-fiction,literature,mystery,mystery-thriller,novels,politics,romance,science,science-fiction,suspense,thriller"
986,1598240218,A Killing Rain and Other Stories,9781598240214,,,,ES,,,,false,2,986,3,5,1,0,2005/5/1,A Killing Rain and Other Stories,,1,0,0,0,0,5.00,,,,1,0,Reid Laurence,,,,,,3,0,,
991,0743409159,"Eye of the Storm (Hudson, #3)",9780743409155,,,,ES,2002/2/4,,eng,false,25,226687,7065,14465,3786,60,2000/1/1,"Eye of the Storm (Hudson, #3)",book,1276,1029,1082,324,75,3.82,368,Paperback,,36,5,V.C. Andrews,,,,,,1730,13,27,"abuse,adult,adult-fiction,chick-lit,drama,fiction,gothic,horror,mystery,novels,romance,suspense,teen,thriller,young-adult"
996,0071422579,What Every Real Estate Investor Needs to Know about Cash Flow... And 36 Other Key Financial Measures,9780071422574,,,,ES,,,,false,5,996,2333,2825,700,18,2003/11/25,What Every Real Estate Investor Needs to Know about Cash Flow... And 36 Other Key Financial Measures,,270,233,157,32,8,4.04,,,,509,14,Frank Gallinelli,,,,,,1399,15,116,"amazon,business,economics,non-fiction,reference"
1001,0740755706,Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen,9780740755705,,,,ES,2005/8/1,Andrews McMeel Publishing,,false,10,1000,1816,2280,589,65,2004/1/1,Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen,book,210,164,155,49,11,3.87,,Paperback,,13,3,Thomas J. Stanley,,,,,,970,12,129,"adult,business,economics,feminism,non-fiction,sociology"
1006,1593302002,Think and Grow Rich!,9781593302009,,,,ES,2004/10/25,Aventine Press,,false,837,30186948,348899,640862,153501,4706,1937/1/1,Think and Grow Rich,book,76200,42937,23196,7358,3810,4.17,379,Paperback,,287,24,Napoleon Hill,,,,,,164547,193,21011,"business,classics,economics,inspirational,leadership,non-fiction,personal-development,philosophy,psychology,reference,self-help,spirituality,unfinished"
1011,1599869918,Think and Grow Rich,9781599869919,,,,ES,2005/12/29,"Filiquarian Publishing, LLC.",,false,837,30186948,348899,640862,153501,4706,1937/1/1,Think and Grow Rich,book,76200,42937,23196,7358,3810,4.17,260,Paperback,,16,1,Napoleon Hill,,,,,,164547,193,21011,"business,classics,economics,inspirational,leadership,non-fiction,personal-development,philosophy,psychology,reference,self-help,spirituality,unfinished"
1016,1590592905,Practical Subversion,9781590592908,,,,ES,2004/11/11,Apress,,false,3,1016,19,26,7,0,2004/1/1,Practical Subversion (Expert's Voice in Open Source),,1,3,3,0,0,3.71,336,Paperback,,6,0,Garrett Rooney,,,Martin Streicher,,,4,1,,"reference,technology"
1021,0252029690,Recovering Subversion: FEMINIST POLITICS BEYOND THE LAW,9780252029691,,,,ES,2004/7/19,University of Illinois Press,,false,3,26536,103,64,15,1,2004/7/19,Recovering Subversion: FEMINIST POLITICS BEYOND THE LAW,book,5,9,1,0,0,4.27,288,Hardcover,,0,0,Nivedita Menon,,,,,,76,1,4,"academic,feminism,non-fiction"
1026,1591509130,Real Estate Riches (Rich Dad's Advisors (Audio)) [ABRIDGED] (Rich Dad's Advisors (Audio)),9781591509134,,,,ES,2006/5/1,Topics Entertainment,,false,25,1030,7932,15751,3894,31,2001/9/30,Real Estate Riches: How to Become Rich Using Your Banker's Money,book,1695,1078,811,221,89,4.04,,Audio CD,,2,1,Dolf de Roos,,,,,,4038,12,45,"business,economics,non-fiction,self-help"
1031,0345481402,"Trump: Think Like a Billionaire: Everything You Need to Know About Success, Real Estate, and Life",9780345481405,,,,ES,2005/9/27,Ballantine Books,,false,1,1031,3140,5800,1595,108,2004/10/12,"Trump: Think Like a Billionaire: Everything You Need to Know About Success, Real Estate, and Life",book,524,381,388,190,112,3.64,288,Paperback,,1442,92,"Donald J. Trump,Meredith McIver",,,,,,207,13,13,"biography,business,economics,education,leadership,non-fiction,personal-development,self-help"
1036,1400050162,Trump: The Way to the Top: The Best Business Advice I Ever Received,9781400050161,,,,ES,2004/5/18,Crown Business,,false,11,1036,874,1070,317,28,2004/1/1,Trump: The Way to the Top: The Best Business Advice I Ever Received,book,72,78,95,41,31,3.38,256,Hardcover,,296,26,Donald J. Trump,,,,,,447,9,15,"business,non-fiction,politics,self-help"
1041,140160255X,Trump: The Best Real Estate Advice I Ever Received: 100 Top Experts Share Their Strategies,9781401602550,,,,ES,2006/11/7,Rutledge Hill Press,,false,10,1041,486,588,167,13,2006/11/7,Trump: The Best Real Estate Advice I Ever Received: 100 Top Experts Share Their Strategies,book,45,46,42,19,15,3.52,273,Hardcover,,151,12,Donald J. Trump,,,,,,257,4,18,"business,history,non-fiction,self-help"
1046,0060195053,Love Medicine and Miracles CD-ROM for Windows & Mac,9780060195052,,,,ES,,HarperCollins Publishers,,false,32,206125,6294,16037,3776,134,1986/1/1,"Love, Medicine and Miracles",book,1829,1205,612,106,24,4.25,,,,0,0,Bernie S. Siegel,,,,,,2101,12,130,"business,education,health,inspirational,love,medical,non-fiction,philosophy,psychology,relationships,religion,science,self-help,spirituality"
1051,0978834607,Investing Without Losing: The Beginner's Guide to Real Estate Tax Lien and Tax Deed Auctions,9780978834609,,,,ES,2006/10/1,Vision Press,,false,1,1051,7,8,2,0,2006/1/1,Investing Without Losing: The Beginner's Guide to Real Estate Tax Lien and Tax Deed Auctions,,1,0,1,0,0,4.00,108,Paperback,,2,0,Don Sausa,,,Jody Ortiz,,,3,0,,
1056,0801563607,The Richest Man in Babylon: The Success Secrets of the Ancients,9780801563607,,,,ES,1955/12/1,Dutton Books,,false,260,1052,153332,327488,77018,3836,1926/1/1,The Richest Man in Babylon,book,38923,23259,11130,2741,965,4.25,,Paperback,,2,0,George S. Clason,,,,,,63996,115,4599,"business,classics,economics,education,fiction,historical-fiction,history,inspirational,leadership,non-fiction,personal-development,philosophy,psychology,self-help"
1061,0517347962,Trevanian: Four Complete Novels: The Eiger Sanction / The Loo Sanction / The Main / Shibumi,9780517347966,,,,ES,1984/9/23,,eng,false,2,1061,220,461,107,6,1984/1/1,Trevanian: Four Complete Novels: The Eiger Sanction / The Loo Sanction / The Main / Shibumi,book,56,31,18,1,1,4.31,,,,107,6,Trevanian,,,,,,93,3,2,"adventure,fiction,mystery,mystery-thriller,romance,thriller"
1066,8401303060,Shibumi,9788401303067,,,,ES,,,,false,63,1059,20801,49547,11753,782,1979/1/1,Shibumi,book,5587,3890,1678,420,178,4.22,,,,6,1,Trevanian,,,,,,6339,23,629,"action,adult-fiction,adventure,amazon,american,americana,contemporary,crime,fantasy,fiction,historical,historical-fiction,humor,literature,mystery,mystery-thriller,novels,philosophy,suspense,thriller"
1071,1933308109,"The 1776 Quilt: Heartache, Heritage, and Happiness",9781933308104,,,,ES,2007/1/15,Breckling Press,,false,1,1071,17,31,7,0,2006/1/1,"The 1776 Quilt: Heartbreak, Heritage, and Happiness",,4,2,1,0,0,4.43,176,Paperback,,7,0,Pam Holland,,,,,,8,0,,
1081,0865714606,The Eco-Foods Guide: What's Good for the Earth is Good for You!,9780865714601,,,,ES,2002/10/1,New Society Publishers,,false,1,1081,26,29,10,2,2002/10/1,The Eco-Foods Guide: What's Good for the Earth is Good for You!,,0,4,2,3,1,2.90,288,Paperback,,10,2,Cynthia Barstow,,,,,,12,0,,cooking
1086,156849646X,Walk Gently This Good Earth,9781568496467,,,,ES,,,,false,5,860190,182,266,76,9,1977/1/1,Walk Gently This Good Earth,book,12,25,31,5,3,3.50,,,,0,0,Margaret Craven,,,,,,91,6,2,"adult,fiction,historical-fiction,realistic-fiction"
1091,0310803063,Purpose Driven Life Journal: What on Earth Am I Here For?,9780310803065,,,,ES,2002/11/10,Zondervan,,false,6,1091,2834,4994,1181,65,2002/1/1,,,637,300,158,49,37,4.23,160,Hardcover,,758,48,Rick Warren,,,,,,1066,10,107,"christian,christianity,faith,inspirational,non-fiction,personal-development,psychology,religion,self-help,spirituality"
1096,0310807255,Daily Inspiration for the Purpose Driven Life,9780310807254,,,,ES,2004/9/5,Zondervan,,false,13,765077,4993,10359,2359,87,2003/9/22,Daily Inspiration for the Purpose Driven® Life: Scriptures and Reflections from the 40 Days of Purpose (Purpose Driven Life),,1458,552,222,68,59,4.39,288,Hardcover,,13,1,Rick Warren,,,,,,2047,14,378,"christian,christianity,health,inspirational,non-fiction,religion,self-help,spirituality"
1101,8497593367,Fast Food/ Fast Food Nation (Actualidad),9788497593366,,,,ES,,,,false,68,1097,309376,716020,191487,5275,2001/1/17,Fast Food Nation: The Dark Side of the All-American Meal ,book,49007,72259,49551,12626,8044,3.74,,,,2,0,Eric Schlosser,,,,,,101406,163,2016,"adult,american,business,college,contemporary,cooking,economics,fiction,food,health,high-school,history,non-fiction,politics,psychology,reference,school,science,self-help,social-issues,society,sociology,unfinished"
1106,044097979X,Secrets of the Super [Football] Athletes: Tips for Fans and Players,9780440979791,,,,ES,1982/7/15,Laurel Leaf,,false,1,1106,2,5,1,0,1982/1/1,Secrets of the Super [Football] Athletes: Tips for Fans and Players,,1,0,0,0,0,5.00,0,Mass Market Paperback,,1,0,Abbot Solomon,,,,,,2,0,,
1111,0394720245,The Power Broker: Robert Moses and the Fall of New York,9780394720241,,,,ES,1975/7/12,Vintage,eng,false,17,1111,42361,44374,9856,1128,1974/9/16,The Power Broker: Robert Moses and the Fall of New York,book,6564,2158,798,192,144,4.50,1344,Paperback,,9615,1079,Robert A. Caro,,,,,,29050,174,2160,"american,american-history,biography,biography-memoir,business,classics,economics,historical,history,leadership,non-fiction,politics,sociology,unfinished"
1116,0060777303,"The Devil's Broker: Seeking Gold, God, and Glory in Fourteenth- Century Italy",9780060777302,,,,ES,2006/6/27,Harper Perennial,,false,9,1116,869,1159,295,46,2004/1/1,Hawkwood: The Diabolical Englishman ,book,84,124,70,16,1,3.93,416,Paperback,,157,24,Frances Stonor Saunders,,,,,,471,11,9,"biography,cultural,fiction,france,historical-fiction,history,medieval,non-fiction,religion,war"
1121,1579546013,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,9781579546014,,,,ES,2005/4/1,Rodale Books,en-US,false,13,1121,990,1975,544,75,2005/1/1,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,book,129,169,180,48,18,3.63,288,Hardcover,,395,63,Pamela Peeke,,,,,,255,8,51,"adult,cooking,food,health,inspirational,non-fiction,personal-development,science,self-help"
1126,0525949194,"One Body, One Life: Six Weeks to the New You",9780525949190,,,,ES,2006/4/20,Dutton Adult,,false,1,1126,28,36,10,0,2006/4/20,"One Body, One Life: Six Weeks to the New You",,2,5,1,1,1,3.60,288,Hardcover,,10,0,"Cameron Stauth,Gregory Joujon-Roche",,,,,,16,0,,non-fiction
1131,0471392642,The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,0000471392642,,,,ES,2000/11/20,Wiley,,false,11,209955,3117,3695,893,24,1999/1/1,The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,book,374,321,160,23,15,4.14,256,Paperback,,46,1,Robert G. Hagstrom,,,,,,2055,12,49,"biography,business,economics,non-fiction,self-help"
1136,0471397741,J. K. Lasser's Pick Stocks Like Warren Buffett,9780471397748,,,,ES,2001/10/26,John Wiley & Sons,,false,7,1136,34,31,9,3,2001/10/12,J. K. Lasser's Pick Stocks Like Warren Buffett,,0,4,5,0,0,3.44,304,Paperback,,7,2,Warren Boroson,,,,,,14,0,5,
1141,0380788861,Warren Buffett: : Master of the Market,9780380788866,,,,ES,1999/12/1,PerfectBound,,false,2,1141,42,40,11,0,1999/12/1,Warren Buffett:: Master of the Market,,3,2,5,1,0,3.64,224,Paperback,,10,0,Jay Steele,,,,,,26,0,,
1146,1559352477,Warren Buffett Speaks: Wit and Wisdom of the World's Greatest Investor,9781559352475,,,,ES,1997/4/1,Soundelux Audio Publishing,,false,2,446388,2231,3472,894,50,1997/1/1,Warren Buffett Speaks: Wit and Wisdom from the World's Greatest Investor,book,295,291,236,53,19,3.88,,Audio,,8,0,Janet Lowe,,,,,,1173,3,37,"biography,biography-memoir,business,economics,fiction,memoir,non-fiction,self-help,unfinished"
1151,0751308196,Warren Buffett (Business Masterminds),9780751308198,,,,ES,,,,false,2,1151,119,180,50,8,2000/1/1,Warren Buffett (Business Masterminds S.),book,12,16,14,6,2,3.60,,,,41,4,Robert Heller,,,,,,61,0,3,"business,economics,non-fiction"
1156,0964190540,Of Permanent Value: The Story of Warren Buffet,9780964190542,,,,ES,2002/11/1,Andy Kilpatrick Publishing Empire,,false,15,1157,643,682,169,6,1992/1/1,"Of Permanent Value: The Story of Warren Buffett, Updated and Expanded Edition",book,70,48,40,9,2,4.04,1489,Hardcover,Abridged,3,1,Andrew Kilpatrick,,,,,,430,11,2,"biography,business,non-fiction"
1161,0964190532,Of Permanent Value : The Story of Warren Buffett/Monster Millennium Edition,9780964190535,,,,ES,,,,false,15,1157,643,682,169,6,1992/1/1,"Of Permanent Value: The Story of Warren Buffett, Updated and Expanded Edition",book,70,48,40,9,2,4.04,,,,3,0,Andrew Kilpatrick,,,,,,430,11,2,"biography,business,non-fiction"
1166,0141303905,"Hank the Cowdog and Monkey Business (Hank the Cowdog, #14)",9780141303901,,,,ES,1998/8/1,Puffin,,false,14,1166,911,2259,552,19,1990/9/1,,book,248,145,127,26,6,4.09,128,Paperback,,518,18,John R. Erickson,Gerald L. Holmes,,,,,199,14,10,"adventure,childrens,classics,comedy,humor,mystery,young-adult"
1171,0140143459,Liar's Poker,9780140143454,,,,ES,1990/10/1,Penguin Books,eng,false,53,7865083,119401,281496,67871,1951,1989/1/1,,book,27993,26104,10577,2187,1010,4.15,256,Paperback,,22684,932,Michael   Lewis,,,,,,43354,68,2494,"american,autobiography,biography,biography-memoir,business,economics,fiction,funny,history,humor,leadership,memoir,non-fiction,politics,unfinished"
1176,0140143440,Liars Poker Rising Through The Wreckage/International Edition,9780140143447,,,,ES,,,,false,53,7865083,119401,281496,67871,1951,1989/1/1,,book,27993,26104,10577,2187,1010,4.15,,,,70,4,Michael   Lewis,,,,,,43354,68,2494,"american,autobiography,biography,biography-memoir,business,economics,fiction,funny,history,humor,leadership,memoir,non-fiction,politics,unfinished"
1181,0809230402,"Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget",9780809230402,,,,ES,1997/4/1,McGraw-Hill/Contemporary,,false,2,1181,7,4,1,1,1995/1/1,,book,0,1,0,0,0,4.00,192,Paperback,,1,1,Valentina Harris,,,,,,5,0,,
1186,0760734550,Simply Pasta & Italian,9780760734551,,,,ES,,,,false,1,1186,3,5,1,0,2002/1/1,Simply Pasta & Italian,,1,0,0,0,0,5.00,,,,1,0,Helen Walters,,,,,,2,0,,
1191,030723827X,Giada's Family Dinners,9780307238276,,,,ES,2006/4/4,Clarkson Potter,eng,false,4,1191,40272,54915,13881,73,2006/4/4,Giada's Family Dinners,book,5540,4242,2692,764,643,3.96,256,Hardcover,,13842,72,Giada De Laurentiis,,,,,,26615,17,140,"cookbooks,cooking,food,non-fiction,reference"
1196,1400052386,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,9781400052387,,,,ES,2006/9/26,Clarkson Potter,eng,false,5,1196,6331,14775,3599,35,2006/9/26,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,book,1614,1082,661,152,90,4.11,256,Hardcover,,3562,33,Tyler Florence,,,,,,2727,7,19,"cookbooks,cooking,food,non-fiction,reference"
1201,0891977279,Developmental Psychology,9780891977278,,,,ES,,,,false,1,1201,2,0,0,0,1959/6/1,Developmental Psychology,,0,0,0,0,0,0.00,,,,0,0,Florence Laura Goodenough,,,,,,2,0,,
1206,0061245135,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,9780061245138,,,,ES,2006/12/8,Harper,en-US,false,139,1202,994571,2427925,613925,15023,2005/4/12,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,book,203545,239861,125636,28965,15918,3.95,496,Paperback,"Revised and Expanded Edition, Large Print",92,5,"Stephen J. Dubner,Steven D. Levitt",,,,,,331696,280,11366,"academic,adult,american,business,contemporary,economics,education,essays,history,humor,non-fiction,philosophy,politics,psychology,reference,school,science,self-help,social,society,sociology,unfinished"
1211,0848710576,Gentleman's Guide to Toasting,9780848710576,,,,ES,1990/10/1,Oxmoor House,,false,1,1211,29,29,9,3,1990/10/1,A Gentleman's Guide to Toasting,,1,2,5,0,1,3.22,80,Hardcover,,9,3,"Dave Fulmer,Gentleman Jack Toastmaster",,,Jack D. Distillery,,,10,0,1,
1216,080322026X,Miracle Collapse: The 1969 Chicago Cubs,9780803220263,,,,ES,2006/9/1,University of Nebraska Press,,false,5,1216,53,89,26,1,2006/9/1,Miracle Collapse: The 1969 Chicago Cubs,,6,3,13,4,0,3.42,280,Hardcover,,19,1,Doug Feldmann,,,,,,20,0,2,sports
1221,2714439187,La Chute de John R.,9782714439185,,,,ES,2003/1/16,Belfond,,false,57,925,24952,50280,12697,786,2003/1/1,Rain Fall,book,3971,5257,2675,578,216,3.96,308,Paperback,,0,0,Barry Eisler,,,,,,8603,40,1285,"action,adult,adventure,contemporary,crime,cultural,fiction,mystery,mystery-thriller,novels,politics,suspense,thriller"
1226,0156030209,Life of Pi,9780156030205,,,,ES,2004/5/3,Mariner Books / Harvest Books,en-US,false,292,4214,1795174,4607266,1182589,45202,2001/9/11,Life of Pi,book,401130,421650,237690,79827,42292,3.90,401,Mass Market Paperback,,4221,672,Yann Martel,,,,,,7026,1014,18669,"adult,adult-fiction,adventure,animals,classics,contemporary,drama,fantasy,fiction,high-school,literary-fiction,literature,magical-realism,movies,novels,philosophy,realistic-fiction,religion,school,spirituality,survival,travel,unfinished,young-adult"
1231,0764129031,Keys to Investing in Real Estate,9780764129032,,,,ES,2005/9/1,Barrons Educational Series,,false,5,1231,24,18,9,1,1989/1/1,Keys to Investing in Real Estate (Barron's Business Keys),,0,0,2,5,2,2.00,208,Paperback,,4,1,"Jack C. Harris,Jack P. Friedman",,,,,,10,1,,non-fiction
1236,0887845568,In the Shadow of the Wind,9780887845567,,,,ES,1994/1/31,House of Anansi Press,,false,14,422170,1084,2125,579,47,1982/1/1,Les fous de Bassan,book,152,201,138,59,29,3.67,192,Paperback,,10,1,Anne Hébert,,,,Sheila Fischman,,348,14,17,"classics,fiction,literature,mystery"
1241,0307276902,A Million Little Pieces,9780307276902,,,,ES,2005/9/22,Anchor Books,eng,false,76,1241,281167,729690,200944,11257,2003/1/1,A Million Little Pieces,book,49501,67604,54080,19770,9989,3.63,432,Paperback,Oprah's Book Club,194301,10626,James Frey,,,,,,16690,87,1026,"adult,adult-fiction,american,autobiography,biography,biography-memoir,contemporary,drama,fiction,literature,memoir,mental-health,mental-illness,non-fiction,novels,psychology,realistic-fiction,unfinished"
1246,0787968331,The Leadership Challenge,9780787968335,,,,ES,2003/8/7,Jossey-Bass,en-US,false,51,1758199,20288,41881,10359,353,1987/10/1,The Leadership Challenge,not a book,4063,3575,2017,511,193,4.04,458,Paperback,Third Edition,865,41,"Barry Z. Posner,James M. Kouzes",,,,,,7886,49,664,"business,education,grad-school,leadership,non-fiction,personal-development,psychology,reference,school,self-help,textbooks,unfinished"
1251,0385512465,Leadership Is an Art,9780385512466,,,,ES,2004/5/18,Crown Business,,false,16,1251,8680,21125,5291,119,1987/2/1,Leadership Is an Art,book,2159,1568,1099,296,169,3.99,176,Paperback,,5097,105,Max DePree,,,,,,3036,12,112,"business,education,leadership,non-fiction,personal-development,psychology,self-help"
1256,0786614331,Complete Giuliani Studies,9780786614332,,,,ES,1995/1/1,Mel Bay Publications,,false,2,1256,6,8,2,0,1995/9/19,Complete Giuliani Studies,,1,0,1,0,0,4.00,166,Paperback,,2,0,,,,David Grimes,,,3,0,,
1261,0060093897,Rudy Giuliani: Emperor of the City,9780060093891,,,,ES,2001/11/6,William Morrow,,false,4,1261,94,131,38,2,2000/7/14,Rudy Giuliani: Emperor of the City,,1,18,16,3,0,3.45,384,Paperback,,32,1,Andrew Kirtzman,,,,,,45,0,1,"biography,history,non-fiction"
1266,1401355544,Leadership Through the Ages: A Collection of Favorite Quotations,9781401355548,,,,ES,2003/5/7,Miramax Books,,false,3,1259,59,69,17,1,,,,3,12,2,0,0,4.06,432,Hardcover,,2,0,"Ken Kurson,Rudolph W. Giuliani",,,,,,25,3,,"biography-memoir,business,leadership,philosophy,reference"
1271,0205321461,Assessment in Special Education: A Practical Approach,9780205321469,,,,ES,2001/9/17,Allyn & Bacon,,false,12,4558679,99,157,45,1,2001/1/1,Assessment In Special Education: A Practical Approach,book,9,14,13,8,1,3.49,434,Paperback,,2,0,George A. Giuliani,,,,,,31,1,2,"education,teaching,textbooks"
1276,0060192771,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,9780060192778,,,,ES,1998/10/21,Harper,en-US,false,217,1274,266229,511630,144477,4943,1992/1/1,"Men are from Mars, Women are from Venus",book,35863,41242,41670,16635,9067,3.54,368,Hardcover,,18,1,John Gray,,,,,,95152,47,9954,"adult,american,chick-lit,classics,contemporary,family,fiction,health,inspirational,love,marriage,non-fiction,personal-development,philosophy,psychology,reference,relationships,romance,science,self-help,social,sociology,unfinished"
1281,006123205X,"Men Are from Mars, Women Are from Venus",9780061232053,,,,ES,2007/4/3,HarperAudio,eng,false,217,1274,266229,511630,144477,4943,1992/1/1,"Men are from Mars, Women are from Venus",book,35863,41242,41670,16635,9067,3.54,2,Audio CD,Abridged,40,3,John Gray,,,,,,95152,47,9954,"adult,american,chick-lit,classics,contemporary,family,fiction,health,inspirational,love,marriage,non-fiction,personal-development,philosophy,psychology,reference,relationships,romance,science,self-help,social,sociology,unfinished"
1286,0942641604,Real Estate Securities: The Reit Investment Handbook,9780942641608,,,,ES,1994/11/1,Publications International,,false,1,1286,3,0,0,0,1994/1/1,Real Estate Securities: The Reit Investment Handbook (Investing Essentials),,0,0,0,0,0,0.00,88,Paperback,,0,0,Peter Madlem,,,,,,3,0,,
1291,0735202168,Sex Lover's Book of Lists,9780735202160,,,,ES,2001/1/1,Reward Books,,false,1,1291,25,20,5,2,2001/1/1,Sex Lover's Book of Lists,,2,1,2,0,0,4.00,290,Paperback,,5,2,"David Copeland,Ron Louis",,,,,,16,0,1,"erotica,non-fiction,reference"
1296,0517542021,"The Clan of the Cave Bear (Earth's Children, #1)",9780517542026,,,,ES,1980/5/4,Crown Publishing Group,eng,false,177,40611463,279785,832246,206222,5824,1980/5/4,The Clan of the Cave Bear,book,81354,70046,39873,10724,4225,4.04,468,Hardcover,First Edition,465,63,Jean M. Auel,,,,,,47730,524,2891,"adult,adult-fiction,adventure,american,anthropology,classics,contemporary,drama,epic,fantasy,fiction,historical,historical-fiction,history,literature,novels,romance,science-fiction,survival,unfinished,young-adult"
1301,0393324818,Moneyball: The Art of Winning an Unfair Game,9780393324815,,,,ES,2004/3/17,W. W. Norton  Company,eng,false,3,1301,136614,356880,83826,4511,2003/1/1,Moneyball: The Art of Winning an Unfair Game,book,38774,31778,10380,1864,1030,4.26,317,Paperback,,77262,3969,Michael   Lewis,,,,,,44017,173,2565,"adult,american,biography,biography-memoir,business,economics,fiction,history,leadership,memoir,movies,non-fiction,psychology,science,sociology,sports"
1306,0553812165,Gates Of Fire,9780553812169,,,,ES,2000/1/1,Bantam Books,en-US,false,2,1305,45778,108786,24652,1802,1998/10/20,Gates of Fire: An Epic Novel of the Battle of Thermopylae,book,14200,7268,2520,490,174,4.41,523,Mass Market Paperback,,310,31,Steven Pressfield,,,,,,16929,45,1175,"action,adult,adult-fiction,adventure,classics,epic,fantasy,fiction,historical,historical-fiction,history,leadership,literature,mythology,non-fiction,novels,philosophy,unfinished,war"
1311,0753817861,Through Gates of Fire: A Journey into World Disorder,9780753817865,,,,ES,2004/8/1,Orion Publishing,,false,2,1311,73,70,19,2,1996/1/1,Through Gates of Fire: A Journey into World Disorder,,4,8,5,1,1,3.68,256,Paperback,,17,2,Martin  Bell,,,,,,36,0,,"academic,autobiography,biography,history,non-fiction,politics,war"
1316,0553382055,The Virtues of War: A Novel of Alexander the Great,9780553382051,,,,ES,2005/9/27,Bantam,,false,34,1316,8805,17817,4496,251,2004/1/1,The Virtues of War: A Novel of Alexander the Great,book,1381,1865,1008,186,56,3.96,368,Paperback,,3944,214,Steven Pressfield,,,,,,3464,25,215,"adventure,biography,business,classics,epic,fantasy,fiction,historical,historical-fiction,history,leadership,literature,non-fiction,novels,war"
1321,0307350185,"CONQUISTA DE ALEJANDRO MAGNO,",9780307350183,,,,ES,2006/6/6,Plaza y Janes,,false,34,1316,8805,17817,4496,251,2004/1/1,The Virtues of War: A Novel of Alexander the Great,book,1381,1865,1008,186,56,3.96,432,Paperback,,0,0,Steven Pressfield,,,,Alberto Coscarelli Guaschino,,3464,25,215,"adventure,biography,business,classics,epic,fantasy,fiction,historical,historical-fiction,history,leadership,literature,non-fiction,novels,war"
1326,0140442758,Phaedrus and Letters VII and VIII,9780140442755,,,,ES,1973/1/30,Penguin Classics,en-US,false,2,1326,471,891,216,19,1973/1/1,Phaedrus and Letters VII and VIII,book,86,79,44,6,1,4.12,160,Paperback,,212,19,Plato,,,,Walter Hamilton,,150,9,2,"classics,grad-school,lgbt,literature,non-fiction,philosophy,plays,poetry"
1331,0674994809,Babrius and Phaedrus: Fables (Loeb Classical Library #436),9780674994805,,,,ES,1965/1/1,Harvard University Press,eng,false,1,1331,68,71,17,2,1965/1/1,Babrius and Phaedrus: Fables (Loeb Classical Library Greek Authors 436),book,8,6,1,2,0,4.18,736,Hardcover,,17,2,"Babrius,Phaedrus",,,Ben Edwin Perry,,,41,2,1,"classics,fantasy,literature,poetry"
